id	name	org	league	gender	birthday	period	birthplace
tsusaka_ryusei	津坂流生	NPM	C3	male	非公開	第22期前期	非公開
tsuda_ryugo	津田龍吾	NPM	D3	male	04/19	第21期後期	千葉県
tsubaki_ayana	椿彩奈	NPM	B2	female	07/15	第20期後期	埼玉県
tsubokawa_yoshiaki	坪川義昭	NPM	B1	male	12/14	第5期前期	北海道
tsuruta_akira	鶴田輝	NPM	E2	male	06/15	第23期前期	和歌山県
tsuruta_daisuke	鶴田大輔	NPM	C3	male	05/25	第19期後期	埼玉県
sadatoku_yoshinobu	貞徳祐伸	NPM	C3	male	08/13	第23期後期	広島県
amatsuki_miku	天月ミク	NPM	女流B	female	10/19	第13期前期	海外月
tenjimbashi_asuka	天神橋飛香	NPM	—	female	非公開	第22期前期	大阪府
appare_chise	天晴知瀬	NPM	—	female	11/04	第23期前期東海名古屋	長野県
amatsu_millow	天津みろう	NPM	C2	female	04/14	第20期前期	福岡県
amamoto_yushi	天本雄士	NPM	E2	male	非公開	第18期後期	非公開
amano_hayato	天野颯斗	NPM	E3	male	05/27	第23期前期	神奈川県
amari_airi	天利愛莉	NPM	E3	female	10/29	第24期前期	東京都
tanabe_moe	田なべもえ	NPM	E3	female	08/09	第17期前期	山梨県
taguchi_junnosuke	田口淳之介	NPM	D2	male	11/29	第21期前期	神奈川県
hiroshi_tako	田幸浩	NPM	A2	male	10/05	第3期後期	長野県
tamura_shougo	田村翔梧	NPM	—	male	02/27	第12期前期関西	北海道
tanaka_kengo	田中絢悟	NPM	C1	male	非公開	第17期後期	福岡県
tanaka_junya	田中潤也	NPM	—	male	非公開	第18期後期関西	非公開
tanaka_shinsei_8	田中新生	NPM	—	male	02/18	第23期前期東海名古屋	愛知県
tanakachisato	田中智紗都	NPM	—	female	12/25	第0期	東京都
tazawa_jun	田澤純	NPM	D3	male	08/04	第20期後期	北海道
tagomori_kensuke	田籠謙介	NPM	D3	male	12/14	第6期前期	神奈川県
watanabe_takahiro	渡辺貴宏	NPM	E3	male	06/07	第23期前期	神奈川県
watanabe_tomoyoshi	渡辺知義	NPM	E2	male	05/28	第20期後期	東京都
watanabe_yuya	渡辺裕也	NPM	—	male	10/21	第20期後期関西	大阪府
watanabe_reina	渡辺玲奈	NPM	女流C	female	06/30	第23期前期	北海道
watanabe_akihiro	渡邊暁大	NPM	C3	male	07/29	第19期前期	神奈川県
watanabe_daichi	渡邉大智	NPM	C3	male	03/09	第18期前期	北海道
watanabe_manato	渡邉眞斗	NPM	C2	male	07/25	第23期前期	新潟県
tomi	都美	NPM	D2	female	12/16	第14期前期	東京都
tsuchiya_takahiro	土屋貴寛	NPM	E3	male	04/23	第24期前期	静岡県
doi_tetsushi	土居哲志	NPM	E3	male	01/11	第23期前期	福岡県
fuyuthuki_yukino	冬月ゆきの	NPM	—	female	05/29	第20期前期関西	大阪府
shimada_yu	島田優	NPM	B2	male	09/20	第22期前期	島根県
kiminori_tohkairin	東海林公紀	NPM	—	male	非公開	第10期後期	非公開
higashiyana_ren	東山蓮	NPM	E3	male	07/05	第23期前期東海名古屋	愛知県
higashijima_takefumi	東島威史	NPM	—	male	非公開	第11期前期	非公開
higashi_yusuke	東悠介	NPM	—	male	02/09	第24期前期関西	大阪府
tojo_katsutoshi	東條克勇	NPM	—	male	09/06	第24期前期関西	兵庫県
momose_koto	桃瀬古都	NPM	—	female	11/08	第20期後期関西	非公開
yuasa_tomohiro	湯淺智周	NPM	—	male	08/10	第22期前期関西	非公開
fujii_keishi	藤井啓志	NPM	—	male	06/15	第21期後期関西	広島県
fujii_wataru	藤井航	NPM	—	male	08/17	第23期後期	東京都
fujii_takumi	藤井拓己	NPM	F1	male	11/12	第22期前期	兵庫県
fujii_yo	藤井洋	NPM	E3	male	10/20	第23期後期	東京都
fujimori_nao	藤森ナオ	NPM	E3	female	02/11	第16期前期	神奈川県
fujimori_yumeto	藤森夢仁	NPM	D1	male	08/31	第18期前期	長野県
fujita_takuro	藤田拓郎	NPM	B2	male	非公開	第0期	非公開
nara_atsushi	奈良篤志	NPM	B1	male	10/29	第17期前期関西	香川県
nanami_yui	那波ゆい	NPM	—	female	04/09	第23期後期関西	大阪府
akira_uchiyama	内山暁	NPM	—	male	08/26	第24期後期東海名古屋	愛知県
uchida_noriyuki	内田紀之	NPM	—	male	非公開	第6期前期	非公開
uchida_kei	内田慶	NPM	C1	male	08/05	第19期後期	神奈川県
naito_sachiko	内藤幸子	NPM	E3	female	12/23	第22期後期	埼玉県
kusuhashi_satoshi	楠橋思	NPM	B2	male	12/06	第22期前期東海名古屋	京都府
namba_hirofumi	難波浩史	NPM	—	male	12/06	第16期後期関西	大阪府
futami_daisuke	二見大輔	NPM	C1	male	12/14	第5期前期	千葉県
hyuga_kyosuke	日向杏介	NPM	—	male	03/08	第2期後期宮崎	宮崎県
hidaka_kiyomitsu	日高清光	NPM	E3	male	04/24	第23期後期	福岡県
hineno_satoshi	日根野哲	NPM	—	male	08/07	第23期後期関西	大阪府
hinata_hina	日當ひな	NPM	D1	female	09/22	第14期前期	栃木県
irikawa_shohei	入川尚平	NPM	—	male	11/18	第22期前期関西	愛媛県
nogi_miyuu	乃木美有	NPM	E3	female	05/18	第24期後期	岐阜県
nose_ryu	能瀬龍	NPM	—	male	非公開	第22期前期宮崎	東京都
umeda_keisuke	梅田佳祐	NPM	—	male	07/17	第17期後期	東京都
ryuga_hagimoto	萩本隆雅	NPM	E3	male	02/28	第24期前期	神奈川県
shirasakitoru	白崎透	NPM	C2	male	06/17	第19期前期	広島県
shiraishi_atsuro	白石温郎	NPM	E2	male	07/08	第20期後期	福岡県
hata_hirotaka	畠弥峰	NPM	D3	male	12/22	第18期後期	千葉県日本
yahiro_takumi	八広拓海	NPM	E3	male	07/30	第24期後期	神奈川県
yohkaichiya_hideki	八日市屋英樹	NPM	D2	male	03/12	第20期後期	埼玉県
itakura_kouiti	板倉浩一	NPM	A2	male	12/26	第4期前期	栃木県
iinuma_masayoshi	飯沼雅由	NPM	B2	male	05/30	第22期前期関西	京都府
izuka_daiju	飯塚提樹	NPM	D2	male	11/17	第19期前期	東京都
iida_masaki	飯田雅貴	NPM	B1	male	02/10	第4期後期	茨城県
iino_isamu	飯野勇	NPM	E3	male	03/08	第24期後期	福岡県
himiya_shion	妃宮しおん	NPM	女流B	female	05/26	第9期後期	海外台湾
kanata_hikaru	彼方光	NPM	D2	male	06/12	第19期前期	大阪府
higa_hidehito	比嘉秀仁	NPM	B1	male	05/28	第6期後期関西	兵庫県
higa_taichi	比嘉太一	NPM	—	male	09/08	第20期前期	神奈川県
masaya_ogawa	尾川正也	NPM	—	male	01/09	第17期前期	宮城県
oda_yuta	尾田裕大	NPM	B2	male	07/12	第11期後期	福井県
oshima_hideki	尾島秀樹	NPM	—	male	07/05	第16期後期関西	非公開
hiiragi_natsuki	柊なつき	NPM	E3	female	05/08	第21期後期	福島県
hiiragi_mirei	柊みれい	NPM	—	male	01/29	第22期前期東海名古屋	福岡県
himekawa_chiyori	姫川ちより	NPM	D1	female	08/18	第18期前期	長崎県
akihiko_tominaga	富永暁彦	NPM	C2	male	10/23	第12期前期	東京都
tominaga_syu	富永修	NPM	A2	male	01/17	第7期後期	茨城県
tomioka_sho	富岡祥	NPM	E3	male	06/09	第24期前期	神奈川県
tomiyama_takaki	富山貴記	NPM	F1	male	03/06	第21期後期	大阪府
tomita_hiroki	富田博生	NPM	F1	male	04/08	第21期後期	大阪府
tominaga_masahiro	冨永将弘	NPM	E3	male	04/09	第21期後期	神奈川県
tomimoto_satomi	冨本智美	NPM	C3	female	07/08	第8期前期	東京都
takei_hibiki	武井日美奇	NPM	女流C	female	02/12	第24期前期	東京都日本
takeshi_soma	武志綜真	NPM	—	male	01/21	第19期後期	大阪府
takenaka_makoto	武中真	NPM	B1	male	08/21	第12期前期	東京都日本
takenaka_susumu	武中進	NPM	A2	male	08/21	第2期後期	東京都
budouka_mirai	武道家みらい	NPM	E3	male	02/08	第22期前期	非公開
fuua	楓愛	NPM	—	female	非公開	第15期前期関西	兵庫県
fukui_hitoshi	福井仁	NPM	C2	male	12/23	第0期	神奈川県
fukuyama_riko	福山理子	NPM	女流A	female	11/06	第6期前期	東京都
fukuda_seiji	福田征史	NPM	D2	male	非公開	第22期前期	非公開
fukuda_touta	福田桃太	NPM	E1	male	03/03	第23期後期	東京都
hirai_teru	平井輝	NPM	C3	male	07/21	第16期前期	東京都
hirai_minato	平井湊	NPM	E2	male	07/22	第20期後期	横浜
hirahara_kako	平原佳子	NPM	—	female	12/20	第23期後期	非公開
hirayama_kentaro	平山研太郎	NPM	D3	male	07/20	第21期前期	東京都
hiragi_rikka	平城六花	NPM	C3	female	10/11	第21期後期関西	京都府
hirakawa_takahumi	平川貴章	NPM	—	male	06/29	第5期前期関西	佐賀県
hirata_kento	平田健人	NPM	—	male	05/08	第17期後期関西	岡山県
hirata_shin	平田晋	NPM	—	male	非公開	第20期後期宮崎	宮崎県
hirata_asuka	平田飛鳥	NPM	—	male	10/04	第23期後期関西	鹿児島県
hiraki_ittoku	平木いっとく	NPM	—	male	03/16	第9期前期関西	広島県
taira_shota	平良将太	NPM	C3	male	07/11	第17期後期	静岡県
yonesaki_nagi	米崎奈棋	NPM	女流B	female	10/23	第8期後期	兵庫県
yonezawa_shinnosuke	米澤真ノ介	NPM	B2	male	05/03	第22期前期	愛知県
katamyama_shogo	片山しょうご	NPM	—	male	非公開	第17期前期関西	非公開
takarada_shota	宝田昇太	NPM	E3	male	06/05	第24期後期	東京都
mine_yuhei	峯悠平	NPM	—	male	12/17	第22期前期関西	奈良県
hachiya_daisuke	蜂屋ダイスケ	NPM	E3	male	07/15	第24期前期	神奈川県
toyohara_yuuta	豊原有太	NPM	—	male	03/27	第6期前期	宮城県日本
aoi_bungo	豊後葵	NPM	C1	female	04/20	第7期後期	東京都
mocchizuki_kotono	望月琴乃	NPM	E3	female	07/29	第23期前期	神奈川県日本
kitahara_izumi	北原いずみ	NPM	女流C	female	非公開	第6期後期	非公開
chie_kitaba	北場千愛	NPM	—	female	09/27	第21期前期	奈良県
kitagawa_neneko	北川ネネコ	NPM	—	female	09/05	第22期後期	東京都
kitada_masayumi	北田雅弓	NPM	F1	male	02/04	第23期後期	東京都
kitajima_tomoko	北島朋子	NPM	—	female	非公開	第14期前期	非公開
houjou_peko	北條かほり	NPM	—	female	非公開	第23期前期関西	非公開
kitazawa_hayato	北澤迅斗	NPM	C3	male	12/07	第21期後期	東京都
maki_hidekazu_2	牧秀和	NPM	E3	male	02/06	第24期後期	石川県
hori_kaito	堀海登	NPM	—	male	05/30	第24期後期	埼玉県
hori_ryozo	堀良三	NPM	—	male	05/09	第5期前期関西	広島県
honda_toshiki	本多敏樹	NPM	E3	male	11/18	第24期後期	三重県
aso_yuri	麻生ゆり	NPM	C1	female	11/18	第11期前期	大阪府
masuda_ryo	桝田凌生	NPM	—	male	04/18	第24期前期関西	兵庫県
nanami_shinichi	名波愼一	NPM	D1	male	非公開	第2期後期	非公開
micoto	命	NPM	女流C	female	01/23	第10期前期	東京都
akashina_mizuki	明科瑞希	NPM	E2	male	12/05	第22期後期	東京都
motegi_kana	茂手木かな	NPM	E2	female	05/22	第21期後期	東京都
kinoshita_akihiko	木下明彦	NPM	—	male	非公開	第18期後期関西	非公開
kihara_koichi	木原浩一	NPM	B1	male	02/04	第1期後期	北海道
kimura_naotaka	木村尚嵩	NPM	B1	male	05/12	第16期前期	東京都
kimura_yosei	木村洋晟	NPM	F1	male	10/22	第23期前期	大阪府
kobiki_touma	木挽東馬	NPM	—	male	非公開	第20期後期宮崎	非公開
meguro_megumi	目黒めぐみ	NPM	E3	female	05/13	第23期前期	岡山県
megurotakuya	目黒拓也	NPM	—	male	06/24	第23期前期東海名古屋	新潟県
mokuda_yuya	杢田悠彌	NPM	—	male	11/05	第24期後期関西	非公開
kadoya_kanako	門屋香菜子	NPM	—	female	08/22	第24期後期関西	大阪府
noguchi_yuri	野口ゆうり	NPM	女流C	female	06/26	第24期前期	非公開
noguchi_taro	野口太郎	NPM	B2	male	非公開	第18期前期	非公開
nomura_yusuke	野村勇介	NPM	—	male	10/02	第22期後期関西	大阪府
nomura_ryoma	野村涼真	NPM	E3	male	12/05	第24期前期	石川県
yoshihiko_noda	野田圭彦	NPM	F1	male	10/03	第16期後期	東京都
nojima_keita	野島啓太	NPM	C3	male	05/02	第22期前期	栃木県
nozawa_yuta	野澤裕太	NPM	—	male	06/19	第24期後期関西	大阪府
yajima_manabu	矢島学	NPM	B2	male	非公開	第6期前期	非公開
yajimatoru	矢島亨	NPM	A1	male	01/15	第6期後期	神奈川県
yamamoto_tsukasa	矢本長司	NPM	—	male	12/08	第19期後期関西	京都府
yano_megumi	矢野恵	NPM	女流C	female	03/15	第24期前期	三重県
ryu_minami	柳みなみ	NPM	—	female	非公開	第20期後期宮崎	非公開
noriaki_yanagita	柳田憲昭	NPM	A2	male	05/12	第12期前期	茨城県
tomoya_uya	友生侑冶	NPM	—	male	03/19	第20期後期関西	非公開
alice_marina	有栖麻理奈	NPM	C3	female	02/14	第13期前期	神奈川県
alice_maki	有栖槙	NPM	—	male	非公開	第24期後期	非公開
nao_arisawa	有沢奈央	NPM	女流C	female	01/10	第12期前期	東京都
arimura	有邑	NPM	E1	male	非公開	第21期前期	神奈川県
yuzuka_yuuri	柚花ゆうり	NPM	D3	female	06/24	第13期後期	新潟県
yuduki_ayana	柚月彩那	NPM	—	female	03/12	第20期後期	海外ドイツ
yuuki_yuki	祐希ゆき	NPM	E3	female	非公開	第24期後期	非公開
yonashiro_aoi	与那城葵	NPM	D1	female	11/09	第22期前期	愛知県
kaname_rika	要りか	NPM	—	female	04/06	第24期後期	富山県
hinami_mako	陽南まこ	NPM	C2	female	10/24	第20期前期	埼玉県
kurusu_rurika	来栖瑠莉香	NPM	—	female	01/29	第20期前期関西	非公開
satomi_nene	里見寧々	NPM	—	female	01/27	第11期前期関西	非公開
tatekawa_rakuto	立川らく人	NPM	F1	male	04/16	第22期前期	鳥取県
hayashi_hirotaka	林ひろたか	NPM	—	female	07/15	第18期前期関西	兵庫県
hayashi_ryoji	林亮志	NPM	—	male	非公開	第7期前期	非公開
suzuki_kenta	鈴木ケンタ	NPM	A1	male	04/16	第12期後期	福岡県
suzuki_koujirou	鈴木宏二郎	NPM	C3	male	03/16	第15期前期	東京都
suzuki_tatsuya	鈴木達也	NPM	—	male	08/22	第0期	埼玉県
suzuki_momoko	鈴木桃子	NPM	F1	female	12/03	第22期前期	東京都
suzuki_kaede	鈴木楓	NPM	D3	female	09/21	第22期前期	茨城県
suzuki_asami	鈴木麻美	NPM	C2	female	09/03	第18期後期	茨城県
suzuki_ryuhei	鈴木竜平	NPM	D2	male	04/09	第17期後期	埼玉県
hasui_suzu	蓮井涼	NPM	E3	male	05/24	第24期後期	香川県
izumi_yoshiharu	和泉吉晴	NPM	—	male	09/20	第22期後期関西	大阪府
wakuni_kae	和國加依	NPM	C3	female	08/17	第8期後期	非公開
hirose_riku	廣瀬陸	NPM	—	male	04/25	第24期前期	千葉県
hirose_ren	廣瀬蓮	NPM	—	male	05/07	第24期前期関西	大阪府
sakurai_haruka	櫻井はるか	NPM	—	female	03/30	第3期前期	愛知県
sakurai_naoki	櫻井直樹	NPM	—	male	10/28	第20期前期香川	非公開
sawazaki_syotaro	澤崎彰太郎	NPM	A1	male	05/14	第13期前期	東京都
hamada_sho	濱田翔	NPM	B1	male	08/29	第17期前期	岩手県
toma_shuhei	當眞脩平	NPM	C3	male	05/28	第22期前期	沖縄県
masaki_yukina	眞崎雪菜	NPM	女流A	female	03/27	第2期後期	東京都
isozawa_hodaka	礒澤穂陽	NPM	—	male	08/13	第24期前期東海名古屋	福井県
saito_kesuke	齋藤けーすけ	NPM	B1	male	非公開	第22期前期	非公開
hakozaki_koutarou	筥崎弘太郎	NPM	B1	male	非公開	第16期前期	非公開
bandai_ryu_2	萬代龍	NPM	E3	male	非公開	第24期後期	新潟県
saito_shoa	齊藤しょあ	NPM	女流C	female	07/07	第23期前期	新潟県
takahashi_kimio	髙橋貴美男	NPM	E3	male	04/28	第23期前期	栃木県
takada_yuri	髙田遊理	NPM	女流B	female	11/10	第16期後期	東京都
aaron_liao	Aaron Liao	最高位戦	—	male	1/21	第49期後期	Los Angeles, California
wang_alex	Alex Wang	最高位戦	—	male	10/30	第50期後期	California, USA
shengzhou_qiu	David QIU	最高位戦	USA A	male	1998/12/30	第49期後期	上海
kai_don	Don Kai	最高位戦	—	male	1/13	第50期後期	Seattle
fukudome_yasuko	Fukudome Yasuko	最高位戦	—	male	9/25	第50期後期	
sugiyama_hideki	Hideki SUGIYAMA	最高位戦	USA A	male	12月23日	第49期前期	神奈川県横須賀市
shirakawa_ichika	Ichika Shirakawa	最高位戦	—	male	1999/10/01	第50期後期	San Francisco, California
jai_srivastav	Jai Srivastav	最高位戦	—	male	1997年11月5日	第49期後期	
kinyan_lui	Kinyan Lui	最高位戦	—	male		第49期後期	
chang_kristy	Kristy Chang	最高位戦	—	male	12/3	第50期後期	Philadelphia, PA
lai_ming_sum	Lai Ming-Sum	最高位戦	—	male		第50期後期	
nagasaki_lenya	Lenya Nagasaki	最高位戦	—	male	09/25/2006	第50期後期	
adriel_leon	LEON Adriel	最高位戦	—	male		第49期後期	
luke_morgan	Luke Morgan	最高位戦	—	male	1978	第49期後期	Rochester, NY, USA / ロチェスター、ニューヨーク
yaehata_masahiro	Masa YAEHATA	最高位戦	USA A	male	7/10/1978	第49期前期	岩手県
gottwald_michael	Michael Gottwald	最高位戦	—	male	11/27/1998	第50期後期	Rochester, New York
ng_victor	Ng Victor	最高位戦	—	male		第50期後期	
nima_hosseini	Nima Hosseini	最高位戦	—	male		第49期後期	
halperin_rachel	Rachel Halperin	最高位戦	—	male	7/10/1995	第50期後期	San Francisco Bay Area
nizzou_jo	Rizeng ZHENG	最高位戦	USA A	male		第49期後期	
so_tejyon	SEO TAEJUNG	最高位戦	—	male		第50期前期	
wenchien_wang	Wen-Chien Wang	最高位戦	—	male		第49期後期	
xinyi_wang	Xinyi Wang	最高位戦	—	male	9月30日	第49期後期	中国重慶
zhu_yicheng	Yicheng Zhu	最高位戦	—	male	2001/06/18	第50期後期	Rochester, New York, USA
wu_yiyang	Yiyang Wu	最高位戦	—	male		第50期後期	
zeng_edward_jiayu	Zeng Edward Jiayu	最高位戦	—	male		第50期後期	
zhang_tingkai	Zhang Tingkai	最高位戦	—	male		第50期後期	
iwama_sumie	いわますみえ	最高位戦	女流A	female	3/30	第23期	東京都
kurisuta_reiaran	クリスタ怜アラン	最高位戦	D3	male	2001/12/21	第50期前期	大分
yumiko_mitsumori	ミツモリ由美子	最高位戦	—	female	10月27日	第49期後期	神奈川県横浜市
mira_judy	ミラージュディ	最高位戦	D3	female		第50期後期	長崎県
lin_huian	リンカイアン	最高位戦	—	male	11/11	第49期後期	台湾・台北
abe_keiichi	阿部景一	最高位戦	D3	male		第51期前期	
abe_kentaro	阿部健太郎	最高位戦	C1	male	1992/06/03	第44期前期	
abe_shutaro	阿部柊太朗	最高位戦	—	male	1995年1月25日	第42期前期	埼玉県
abe_tasuku	阿部亮	最高位戦	D2	male		第46期前期	
awano_hiroki	粟野大樹	最高位戦	D1	male	1988/04/13	第41期前期	福島県いわき市
yasui_masahide	安井正英	最高位戦	D1	male	1990/06/13	第47期前期	東京
yasumatsu_amon	安松亜紋	最高位戦	D2	male	1997年9月16日	第49期前期	大阪
yasuda_gaku	安田岳	最高位戦	D3	male	1985年6月17日	第49期後期	
yasuda_takuma	安田拓真	最高位戦	C3	male	12/17	第46期後期	神奈川県
yasutomi_yoshikatsu	安冨良活	最高位戦	D3	male	1996/12/21	第45期前期	埼玉県
ampuku_junya	安福隼也	最高位戦	D3	male		第51期前期	
ambo_takao	安房嵩朗	最高位戦	—	male	1985/08/06	第36期後期	兵庫県　姫路市
aki_koki	安藝航貴	最高位戦	D3	male	2005年3月12日	第51期前期	東京
ito_anna	伊藤安奈	最高位戦	女流B	female		第48期前期	
ito_eiichiro	伊藤英一郎	最高位戦	—	male	1958/08/21	第8期	東京都
ito_koji	伊藤幸二	最高位戦	—	male		第51期前期	
ito_takashi	伊藤高志	最高位戦	B2	male	5/31	第41期後期	イタリア共和国(育ちはほぼ名古屋)
ito_seiichi	伊藤聖一	最高位戦	D1	male	1977/05/19	第39期前期	
ito_kanako	伊藤奏子	最高位戦	D3	female	9/26	第39期前期	函館
ito_daiki	伊藤大貴	最高位戦	—	male		第45期後期	
ito_daiki_2	伊藤大輝	最高位戦	C2	male		第46期後期	
ito_yuki	伊藤優希	最高位戦	—	male	2006/03/30	第51期前期	東京都
ito_sho	伊藤翔	最高位戦	D2	male	1985/02/15	第38期後期	熊本県
yoda_nobuhisa	依田暢久	最高位戦	C3	male	1974/07/22	第26期後期	埼玉県
eki_karaku	易佳楽	最高位戦	—	male		第51期前期	
inokuchi_tatsuya	井ノ口達也	最高位戦	D2	male		第47期前期	東京都
ihara_kotaro	井原康太郎	最高位戦	—	male	1982年5月16日	第43期前期	埼玉県
inoue_kosuke	井上浩佑	最高位戦	B2	male	1988年10月18日	第43期前期	大阪府
inoue_mizuki	井上瑞稀	最高位戦	C3	male		第46期前期	
inoue_yuki	井上祐希	最高位戦	A2	male	1991/09/27	第40期後期	埼玉
igusa_kinu	井草絹	最高位戦	—	male		第50期後期	
izawa_seitaro	井澤清太郎	最高位戦	D1	male	8月11日	第48期前期	富山
isobe_maki	磯辺真季	最高位戦	—	male		第50期後期	
ichiki_ami	一木有海	最高位戦	—	male		第50期前期	
henmi_ryo	逸見亮	最高位戦	D2	male	2月29日	第50期後期	愛知県
inawaki_daichi	稲脇大地	最高位戦	D3	male	1988/07/15	第42期後期	兵庫県
uno_kosuke	宇野公介	最高位戦	A2	male	1975/07/15	第20期	東京都
hazuki_marie	羽月まりえ	最高位戦	C1	female	8月3日	第44期前期	東京
hanyu_ryo	羽生遼	最高位戦	D1	male	1999/04/26	第48期後期	
hada_akane	羽田暁音	最高位戦	女流C	female	1989/01/14	第49期前期	栃木県
amemiya_masanao	雨宮正直	最高位戦	C3	male	1993年5月15日	第47期後期	山梨
usuda_yoshihisa	臼田悦久	最高位戦	—	male	1984.3.30	第44期前期	岐阜県
nagai	永井孝典	最高位戦	C3	male	1986/08/10		愛知県田原市
nagai_hiroaki	永井裕朗	最高位戦	D2	male	96/9/22	第44期後期	
nagama_sachiko	永間さちこ	最高位戦	—	female		第49期前期	
nagayama_soichiro	永山聡一朗	最高位戦	—	male		第45期前期	
nagatani_kosuke	永谷宏介	最高位戦	—	male	1月29日	第51期前期	東京都
nagashima_hiroki	永島大樹	最高位戦	—	male		第44期前期	東京都
eki_ka	益禾	最高位戦	CHINA ハルピンD /	male		第51期前期	
echigoya_kazuki	越後谷一樹	最高位戦	C1	male		第46期後期	
koshiyama_go	越山剛	最高位戦	—	male	1973/03/23	第39期後期	東京都大田区
koshino_kazuhiro	越野雄大	最高位戦	D3	male	1993/01/21	第49期前期	石川県
enokiya_kazuki	榎屋和希	最高位戦	—	male	1998年12月9日	第48期前期	京都府
sonoda	園田賢	最高位戦	A1	male	1980/11/25		兵庫県神戸市
sonoda_kota	園田倖太	最高位戦	B2	male		第43期前期	
sonobe_kotoko	園部琴子	最高位戦	女流C	female	7月29日	第44期前期	
sawatari_yoichiro	猿渡陽一郎	最高位戦	C1	male	1969/07/16	第39期後期	東京都・北海道
toyama_satoko	遠山智子	最高位戦	女流C	female	1981/02/28	第39期前期	青森県弘前市
endo_shuntaro	遠藤駿太朗	最高位戦	D3	male	2005年7月4日	第51期前期	
shiono_kazuki	塩野一毅	最高位戦	D1	male	1996年4月1日	第49期前期	東京都町田市→宮城県仙台市
shiozawa_akihiro	塩澤彰大	最高位戦	A2	male	1990/08/24	第42期前期	山梨県
okuda_eiichi	奥田瑛一	最高位戦	C1	male	1991/09/18	第39期前期	新潟県佐渡市
okuda_kousei	奥田晃成	最高位戦	D2	male	2001/11.02	第50期前期	
okuno_yu	奥野悠	最高位戦	C3	male	11月22日	第48期前期	北海道
oshida_keisuke	押田恵介	最高位戦	D3	male		第50期後期	
yokoyama_tetsuya	横山哲也	最高位戦	D3	male	1982/12/22	第50期前期	新潟
yokota_shun	横田駿	最高位戦	C2	male		第47期前期	
yokota_jyunya	横田淳也	最高位戦	D3	male	1989/05/09	第49期後期	東京都板橋区
ou_kenjun	王建潤	最高位戦	CHINA D /	male		第51期前期	
ou_shougi	王尚義	最高位戦	CHINA ハルピンD /	male		第51期前期	
ou_choushin	王朝臻	最高位戦	CHINA D /	male		第51期前期	
o_hei	王平	最高位戦	D3	male		第50期前期	中国
ou_koubin	王昊敏	最高位戦	—	male		第51期前期	
ou_kousei	王皓正	最高位戦	CHINA D /	male		第51期前期	
ou_ei	王睿	最高位戦	—	male		第50期後期	
kou_gai	黄凱	最高位戦	CHINA D /	male		第51期前期	
okazaki_shyuhei	岡崎周平	最高位戦	D3	male	5月29日	第50期前期	千葉県
okamura_atsushi	岡村敦	最高位戦	D1	male		第48期前期	
okada_ryota	岡田涼太	最高位戦	D2	male	1998/08/21	第47期後期	
okabe_takumi	岡部拓海	最高位戦	D1	male	1997/10/08	第47期後期	岐阜県
okabe_yuta	岡部裕大	最高位戦	—	male		第51期前期	
okamoto_katsuya	岡本克也	最高位戦	C2	male	1990/03/13	第38期後期	神奈川県
okamoto_sohei	岡本壮平	最高位戦	B2	male	1989年11月15日	第48期前期	広島県
okamoto_taku	岡本拓	最高位戦	D2	male		第42期後期	
okihara_hiroki	沖原弘基	最高位戦	D1	male	8/11	第49期後期	山口県
okinaka_yuya	沖中祐也	最高位戦	B1	male	1977/08/01	第47期前期	愛知県
okino_tatsuya	沖野立矢	最高位戦	—	male		第26期前期	東京都
on_kin	温欣	最高位戦	CHINA ハルピンD /	male		第51期前期	
otonagi_mayu	音和茉侑	最高位戦	—	male	1999.07.05	第51期前期	栃木生まれ大阪育ち
shimoyama_shinichi	下山進一	最高位戦	C3	male		第36期後期	
shimoyama_hidaka	下山日高	最高位戦	D2	male	2月26日	第50期後期	北海道
shimoyama_kazuo	下山和生	最高位戦	—	male	1983/10/12	第36期前期	栃木県
shimono_hiroyuki	下埜大之	最高位戦	C2	male	1996/07/25	第45期前期	大阪府
ka_kakon	何佳坤	最高位戦	—	male		第51期前期	
ka_kakin	何佳昕	最高位戦	CHINA ハルピンD /	male		第51期前期	
ka_shii	何斯維	最高位戦	—	male		第50期後期	
ka_tenko	何天浩	最高位戦	D1	male		第50期前期	
kagahara_sho	加賀原翔	最高位戦	D1	male	11/16	第47期前期	千葉県
katou_hirotaka	加藤寛貴	最高位戦	D2	male	3月22日	第49期前期	愛知県
kato_hirotaka	加藤浩高	最高位戦	D1	male		第44期前期	
kato_satsuki	加藤皐	最高位戦	D3	male	2000/05/25	第50期前期	札幌
kato_masahiro	加藤正寛	最高位戦	D1	male	1982年９月１日	第46期前期	本別町
kato_yuki	加藤宥輝	最高位戦	D2	male	1995年10月4日	第50期前期	北海道
kabata_yuzuru	加畑謙	最高位戦	D3	male	1990.07.21	第51期前期	福井県
ka_kouzen	夏浩然	最高位戦	CHINA ハルピンD /	male		第51期前期	
kawaguchi_ryo	河口涼	最高位戦	D3	male		第51期前期	
kawai_yoshinao	河合良直	最高位戦	C3	male	1989/04/04	第42期後期	愛知県田原市
kawauchi_takafumi	河内宗史	最高位戦	D2	male	3月8日	第45期後期	栃木県足利市
kochi_shigemasa	河内盛将	最高位戦	D1	male	３月１６日	第44期前期	岐阜
kouno_ryota	河野綾太	最高位戦	D2	male		第49期後期	
kawano_masaki	河野允亮	最高位戦	D3	male		第50期前期	
